TableName	ColumnName	DataType	max_length	is_nullable	IsPrimaryKey
AcMaintainerLog	Transactionid	uniqueidentifier	16	0	NO
AcMaintainerLog	Transactionid	uniqueidentifier	16	0	NO
AcMaintainerLog	Action	char	1	0	NO
AcMaintainerLog	Action	char	1	0	NO
AcMaintainerLog	ClockHourValue	int	4	0	NO
AcMaintainerLog	ClockHourValue	int	4	0	NO
AcMaintainerLog	BodyPartId	int	4	0	NO
ActionType	Id	int	4	0	YES
ActionType	Description	nvarchar	40	0	NO
ActionType	Code	nvarchar	4	0	NO
Activity	ActivityId	uniqueidentifier	16	0	YES
Activity	ActivityId	uniqueidentifier	16	0	YES
Activity	eta_act_ActivityId	uniqueidentifier	16	0	YES
Activity	ActivityId	uniqueidentifier	16	0	YES
Activity	smt_Id	int	4	0	YES
activity	act_id	uniqueidentifier	16	0	YES
Activity	aba_Id	int	4	0	YES
Activity	ActivityId	uniqueidentifier	16	0	YES
Activity	ira_id	int	4	0	YES
Activity	ira_act_id	uniqueidentifier	16	0	NO
Activity	PreparationId	int	4	0	NO
Activity	aba_Description	nvarchar	500	0	NO
Activity	smt_ect_EncounterId	uniqueidentifier	16	0	NO
Activity	PrescriptionIssued	bit	1	1	NO
Activity	eta_abv_VersionId	int	4	0	NO
Activity	UnderstandsConditionResponseId	int	4	1	NO
Activity	ComplianceToDrops_LookupDataId	int	4	1	NO
Activity	KnowsHowToAdminister_LookupDataId	int	4	1	NO
Activity	UnderstandsDiagnosisResponseId	int	4	1	NO
Activity	MonthsPrescriptionValidFor	int	4	1	NO
Activity	aba_Name	nvarchar	500	0	NO
Activity	SurgicalCompletionId	int	4	1	NO
Activity	VoucherIssued	bit	1	1	NO
Activity	UnderstandsEyeAffectedResponseId	int	4	1	NO
Activity	Comments	nvarchar	2000	1	NO
Activity	KnowsSignsAndSymptomsResponseId	int	4	1	NO
Activity	smt_das_SectionId	int	4	0	NO
Activity	smt_smr_ReviewTypeId	int	4	1	NO
Activity	Comments	nvarchar	2000	1	NO
Activity	smt_smr_HasHiddenQueries	bit	1	0	NO
Activity	smt_ShowRemovedSectionWarning	bit	1	0	NO
activity	act_parent_id	uniqueidentifier	16	1	NO
activitybinary	abn_id	int	4	0	YES
activitybinary	abn_bod_id	int	4	0	NO
activitybinary	abn_abt_TypeId	int	4	0	NO
activitybinary	abn_mim_id	int	4	0	NO
activitybinary	abn_blb_id	uniqueidentifier	16	0	NO
activitybinary	abn_editablestate	nvarchar	-1	0	NO
activitybinary	abn_description	nvarchar	4000	1	NO
activitybinary	abn_creationdate	datetime	8	1	NO
activitybinary	abn_deleted	bit	1	1	NO
activitybinary	abn_template_id	int	4	1	NO
activitybinary	abn_templatetype	int	4	1	NO
activitybinary	abn_initialstate	varchar	-1	1	NO
activitybinary	abn_drawingcreationoption	int	4	1	NO
activitybinary	abn_thumbnail_blb_id	uniqueidentifier	16	1	NO
activitybinary	abn_autopopulatelock	bit	1	0	NO
ActivityBinaryType	abt_id	int	4	0	YES
ActivityBinaryType	abt_description	nvarchar	60	0	NO
